Date,Returns,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2018-02-06,790.08,47.96,-132.12,-48.78,88.08,167.99,-94.6,-150.32,-59.93,-181.22,77.05,-239.55,-83.21,120.71,-30.0,-323.52,-7.36,-50.52,-263.6,-128.47,-336.85,566.7,-9.07,-292.31,92.67
2018-02-07,-99.99,61.53,-480.01,-93.54,-66.86,-261.8,398.03,-224.72,-258.19,135.6,547.29,-227.0,27.0,240.0,465.3,13.7,128.59,-203.89,-113.7,209.12,327.35,4.83,277.29,-153.1,37.26
2018-02-08,617.24,-67.75,10.0,-275.0,-87.46,233.98,-47.85,54.32,237.39,-56.0,296.02,247.44,24.53,124.66,-82.08,-36.2,-39.24,-184.85,305.34,-88.44,-76.57,-9.72,-55.8,-246.59,-280.12
2018-02-09,497.78,134.3,159.02,163.67,-66.68,185.93,-196.98,65.42,287.42,-64.32,87.12,227.04,-78.37,109.15,-141.43,-20.37,-204.23,10.55,-73.35,39.25,195.65,-105.76,-128.99,50.95,-17.75
2018-02-10,-144.28,-300.0,81.49,155.74,-58.84,-224.3,18.67,94.24,49.0,50.14,187.38,-12.82,18.75,-51.88,51.44,140.99,-107.47,70.47,247.85,8.45,28.08,-82.57,-45.32,71.89,106.4
2018-02-11,-479.6,199.81,-56.59,90.7,13.8,-118.66,43.16,187.5,-94.32,-275.01,-36.17,-102.0,108.87,-7.88,116.15,-125.03,-267.66,-54.46,143.93,-131.64,160.1,-296.57,54.19,342.19,-38.69
2018-02-12,826.1,-136.93,-149.76,-1.29,-205.52,-47.5,87.5,-29.8,-136.36,-15.1,223.32,-119.63,176.57,102.95,-20.15,159.8,-8.5,-98.83,-101.35,102.09,-30.49,-69.02,98.81,-27.39,-233.02
2018-02-13,-380.93,138.72,146.61,184.77,-59.2,14.49,-118.3,44.23,43.41,305.37,26.0,22.7,-157.69,116.35,-95.21,-136.15,97.74,19.21,88.02,-83.27,119.92,71.67,-7.28,23.99,20.0
2018-02-14,961.2,28.39,-165.31,-50.03,51.94,-178.99,31.01,118.66,-82.21,-104.6,-95.33,46.65,35.83,43.4,15.76,4.6,-100.88,62.79,73.03,-34.7,14.89,96.13,-152.23,-8.82,-30.91
2018-02-15,536.91,82.6,67.52,30.83,4.9,102.46,40.64,-48.02,100.58,-13.95,-79.62,-27.5,170.49,235.95,44.06,-44.44,161.14,-69.92,28.24,-6.07,-58.96,62.78,-18.68,170.88,25.29
2018-02-16,166.45,-105.31,39.51,226.26,25.91,73.36,-31.88,6.2,110.73,60.24,-234.7,30.26,-74.53,132.24,-53.55,201.45,-38.44,61.98,188.0,-11.52,42.51,-28.98,-213.51,208.5,-77.82
2018-02-17,916.37,227.81,55.01,-117.11,-76.89,-107.02,98.23,-222.85,-112.19,174.06,-53.73,-85.28,21.55,57.72,-33.41,206.91,1.51,40.11,-18.4,-111.01,78.3,-20.48,73.03,116.94,-26.36
2018-02-18,-696.99,5.04,160.85,25.48,125.0,97.37,-25.61,219.43,-59.28,93.65,-125.26,-12.9,53.11,80.2,-90.68,-44.2,74.74,72.27,-28.84,0.88,-89.28,74.7,60.2,118.5,131.0
2018-02-19,763.91,37.58,85.32,-107.8,-263.86,114.77,-533.03,-2.98,181.79,-247.14,-174.96,349.52,87.75,-13.71,142.93,65.6,-123.79,-81.13,155.2,-10.93,106.73,-81.94,-38.2,-156.33,-188.38
2018-02-20,39.3,40.43,202.47,-60.31,-47.79,-12.72,-48.31,23.06,310.91,-11.4,134.94,-17.49,30.09,-60.89,60.61,-6.6,241.9,-107.41,-135.17,146.56,56.62,53.49,-107.5,-8.41,86.83
2018-02-21,-731.22,245.24,70.15,-116.28,59.04,31.6,3.6,89.73,0.01,-187.36,-12.65,44.51,30.56,-3.26,117.68,-29.49,-1.61,77.26,82.95,-2.26,4.8,78.82,-48.95,-318.0,-176.79
2018-02-22,-645.04,-121.7,23.49,-58.0,-148.01,-146.92,79.47,235.54,57.55,-75.18,132.65,-217.53,-14.89,95.48,-314.26,-86.65,-53.06,-107.48,53.63,-1.04,-118.87,-32.04,-88.4,194.0,-19.0
2018-02-23,331.66,49.22,129.95,93.22,-2.82,-16.82,81.34,65.54,-233.88,-187.44,-85.21,-224.09,124.73,-335.65,-33.09,20.0,95.0,-74.1,-92.17,53.55,140.29,62.72,-178.19,23.91,-121.05
2018-02-24,-464.41,-134.76,35.68,-4.87,89.33,38.6,-25.26,19.72,40.48,44.96,184.23,-98.92,171.92,7.77,5.44,105.06,16.66,-240.45,22.38,95.06,-153.38,-79.7,-47.9,227.77,11.84
2018-02-25,-102.21,137.38,61.0,83.23,-33.13,43.76,22.76,-255.67,-80.11,-87.09,28.39,-278.79,46.66,-15.96,-124.07,73.04,-26.76,43.75,-148.6,-71.4,7.68,-188.7,105.91,135.3,57.01
2018-02-26,705.0,-60.69,119.04,-143.72,-29.1,148.88,3.38,62.81,-28.87,-153.13,1.34,41.34,5.07,-144.09,-27.56,-76.75,12.84,-16.79,-26.21,61.39,45.62,103.01,8.81,82.89,-91.72
2018-02-27,262.46,-19.02,152.02,3.0,-108.54,52.54,-37.99,-198.47,51.04,-39.5,31.02,215.73,54.17,148.99,220.46,86.88,17.67,-33.42,-2.39,40.81,2.6,35.07,112.33,-25.0,-55.0
2018-02-28,-265.6,64.0,-168.81,-30.38,106.91,30.93,17.35,-14.67,315.54,65.45,38.68,-92.54,55.12,-17.58,178.27,-167.72,-104.12,45.87,-59.01,44.4,65.57,-9.83,96.57,-30.01,-167.53
2018-03-01,604.09,86.54,39.89,-12.92,232.93,-20.14,53.94,-122.96,-79.73,-232.9,71.81,0.95,-29.89,-134.51,43.22,45.92,2.64,-101.9,30.46,34.21,82.4,82.12,-109.54,-111.69,-116.45
2018-03-02,126.82,81.61,12.95,-78.14,40.72,73.47,-32.56,-7.94,128.58,103.37,-26.15,137.6,-74.99,-26.78,137.36,12.8,-73.76,40.2,99.8,85.63,-30.64,149.44,-104.47,25.04,-69.05
2018-03-03,405.95,130.41,118.66,-105.16,57.44,-117.89,21.34,91.76,-4.13,11.52,-210.6,26.78,-21.25,114.13,-46.68,-182.29,62.8,-0.66,44.77,28.79,-28.92,153.23,-30.05,92.65,-79.83
2018-03-04,33.47,53.85,115.66,102.73,-16.64,76.63,-31.05,0.08,-29.0,27.97,-19.77,7.78,-41.07,115.06,43.39,-22.57,53.22,-19.92,33.85,-28.35,15.39,-165.69,-8.73,103.94,39.19
2018-03-05,-67.18,-83.72,20.88,-64.23,-148.14,56.09,-8.45,-81.25,24.16,70.63,3.67,-90.39,-4.46,77.35,-22.87,-42.97,-7.18,-5.23,-6.6,203.99,25.89,106.88,-59.81,-12.26,81.49
2018-03-06,-703.14,-17.19,0.0,48.0,53.01,-51.02,11.9,10.64,-7.69,-79.42,16.41,8.17,34.53,25.47,-12.0,-45.0,36.43,20.06,-40.73,165.24,-22.07,-47.1,-10.89,5.12,-169.05
2018-03-07,-812.61,-100.0,-12.89,-16.03,-21.21,28.01,16.86,-14.94,-15.16,-15.15,-9.5,-313.66,6.71,-3.55,-84.64,129.75,3.4,-32.85,-157.15,-71.65,-22.58,-51.84,128.38,8.7,-82.15
2018-03-08,-588.49,175.36,-4.83,-75.6,-56.58,43.37,-138.59,-140.0,2.21,49.37,-67.41,7.16,152.04,-49.54,-46.91,108.25,3.69,-718.82,-208.97,-53.75,165.19,-75.32,182.62,-13.7,-51.85
2018-03-09,-38.77,66.75,-81.1,-245.23,-62.4,225.71,22.02,-69.32,214.52,-34.62,128.88,-29.13,-80.34,-152.05,128.56,-139.27,141.76,-508.02,-114.38,51.97,20.1,15.96,-60.55,-59.22,30.91
2018-03-10,-487.8,76.38,-258.61,-93.6,-33.47,-344.44,-151.66,329.63,-85.72,-54.28,-125.11,202.56,190.29,34.45,-59.0,227.34,-173.53,-276.94,54.28,148.12,-108.08,195.62,11.01,223.99,32.0
2018-03-11,761.74,83.0,-14.2,-29.0,-46.81,78.05,28.97,82.12,-62.8,-18.21,-121.21,118.91,14.18,-47.96,11.88,118.47,-72.1,34.51,-258.85,-55.29,37.88,-253.54,-39.23,10.3,-86.87
2018-03-12,-425.94,0.0,-144.64,116.14,-92.35,38.46,159.12,-14.32,-99.5,79.56,-141.28,62.42,313.18,150.62,31.33,-26.04,-110.84,132.04,421.37,-23.3,39.3,-51.1,-75.88,-31.52,28.97
2018-03-13,41.18,66.35,-42.32,28.5,-143.87,104.7,20.8,29.5,4.48,-68.62,282.77,22.19,3.23,-51.26,-11.91,-536.82,-61.2,-17.46,6.11,36.04,-277.46,92.6,93.65,-63.54,62.99
2018-03-14,-947.36,145.99,-162.67,27.55,-59.69,327.48,4.47,-36.54,-143.46,-43.34,100.34,-375.51,159.2,-105.13,174.0,-38.32,1.69,152.96,-121.39,30.15,-92.66,11.38,35.04,52.42,-7.83
2018-03-15,68.17,182.96,-36.48,-63.01,29.04,-154.16,95.01,-19.87,-96.85,36.33,-222.51,-142.79,-53.7,-12.0,-10.66,58.31,-3.12,-300.06,-108.19,-101.82,61.0,25.03,-256.22,118.76,27.3
2018-03-16,-1.18,-118.82,57.2,-344.64,97.43,24.39,-132.39,65.14,32.87,321.64,-9.06,-77.58,130.51,3.3,144.17,-92.98,-195.33,-13.44,68.97,-10.2,66.97,23.03,65.47,26.48,-64.96
2018-03-17,-394.82,-205.22,-57.35,100.9,-62.42,167.1,-11.22,1.18,74.16,-58.25,-22.88,-84.2,91.21,-17.66,300.97,-41.72,99.16,1.97,-70.41,38.51,36.05,-29.86,-24.24,-3.77,-223.19
2018-03-18,326.3,28.85,-164.94,110.51,-19.41,-1.05,-55.41,35.76,17.13,98.36,-27.6,-43.39,-27.56,-150.56,-59.25,-28.73,-75.56,-8.6,22.62,-96.86,8.88,14.46,113.54,65.57,-151.58
2018-03-19,401.72,-155.9,7.97,-90.29,44.13,-99.48,91.67,84.33,-73.82,81.02,-55.34,-107.04,170.47,-68.71,-95.0,-126.97,-92.03,-35.99,129.27,-39.78,23.73,184.77,577.58,-79.08,50.79
2018-03-20,305.22,92.72,-45.41,-56.69,-13.71,12.61,142.92,-42.61,11.79,17.3,-110.07,13.74,116.32,-58.64,276.4,15.8,-4.26,-204.04,-39.22,2.11,65.65,40.0,-35.51,116.92,87.6
2018-03-21,-1.7,-84.22,-59.26,124.92,22.55,-140.5,28.82,5.51,-102.0,-26.05,95.72,9.5,46.04,34.97,-71.02,26.01,15.77,302.76,39.78,-50.31,132.0,-36.0,81.95,-45.94,-45.78
2018-03-22,-192.09,52.59,31.93,-24.41,74.06,40.23,-22.62,31.97,-153.82,29.84,90.82,1.98,25.1,-53.72,3.45,28.36,-17.04,-163.96,-22.32,23.33,-0.99,9.71,31.28,-79.08,61.61
2018-03-23,214.56,130.82,31.15,-3.85,-26.78,-10.37,-13.5,24.5,-64.9,46.78,-227.93,-66.51,-66.44,58.85,-114.35,-102.7,109.6,6.5,63.6,-7.0,-63.24,-6.76,15.5,86.19,8.75
2018-03-24,-384.67,-63.44,-54.78,-158.01,-18.32,2.53,-1.87,-31.55,27.89,66.68,7.68,-7.25,34.2,-199.2,55.0,222.43,51.46,-3.52,-20.37,2.63,-2.22,9.01,30.68,-7.28,272.18
2018-03-25,-83.29,-20.7,5.7,0.0,0.0,30.81,-87.8,56.11,10.88,-34.41,7.34,-107.45,-37.0,118.46,15.89,102.24,-45.07,-14.99,-34.99,18.73,-14.65,28.15,-242.25,-53.35,-86.32
2018-03-26,-307.58,5.78,-23.11,-34.37,69.17,-30.48,-1.21,-1.35,-48.45,69.48,-13.61,-41.51,-66.04,81.22,57.89,-8.46,-79.31,62.94,-15.2,90.82,1.9,-12.46,13.67,-176.03,15.43
2018-03-27,-355.0,-99.7,63.51,7.88,3.21,13.69,16.44,-8.5,-33.57,-21.91,-89.6,-105.49,-100.14,10.2,-11.05,-11.29,-4.68,-6.23,-166.36,-6.46,15.26,-30.46,-13.24,312.19,-41.28
2018-03-28,147.41,47.55,-158.88,-190.1,12.33,-88.45,157.03,43.96,-38.47,6.2,-12.57,66.94,-57.89,12.9,153.83,-32.94,-13.23,42.83,-178.49,-39.91,9.9,91.16,16.85,-28.23,-177.32
2018-03-29,-855.27,3.39,29.67,7.48,36.0,-44.04,20.02,48.97,-23.64,42.1,167.5,-38.04,3.06,-29.42,16.5,-138.27,-35.38,14.09,46.14,11.31,-23.66,2.76,-30.88,69.88,-8.13
2018-03-30,-247.89,1.82,-63.88,19.64,-27.65,-271.8,-44.01,59.12,-80.6,7.2,-31.71,-34.99,-13.13,26.68,-14.56,-86.82,89.25,12.23,-54.02,7.18,-105.76,-235.05,-39.0,119.97,-95.38
2018-03-31,81.79,-260.5,65.9,-49.86,21.52,-157.32,399.68,-69.63,174.19,-113.13,-81.16,-125.26,122.97,5.99,-140.09,-46.89,-52.7,-96.45,43.97,14.07,63.8,44.75,63.81,-136.66,61.11
2018-04-01,-109.48,148.63,89.17,-27.67,-79.34,51.29,-101.46,-111.33,11.91,70.1,109.98,76.51,8.51,104.33,-151.05,33.19,-24.28,95.72,-31.69,-82.97,19.97,-150.08,24.84,33.99,-36.48
2018-04-02,238.97,59.51,16.98,-75.17,0.93,12.25,-14.0,-80.82,-125.13,-12.73,40.67,-32.38,-19.95,0.25,-140.9,-38.99,-61.02,352.56,27.17,4.95,69.57,-12.76,-62.24,-15.62,-2.61
2018-04-03,368.54,175.99,-61.62,50.01,13.49,-98.64,9.76,-3.35,163.32,0.14,-2.39,-5.0,-12.73,-38.01,6.97,-91.39,112.43,-14.33,-30.91,-9.76,12.54,-57.54,48.47,53.94,17.58
2018-04-04,-624.22,-20.02,3.2,146.82,7.65,163.72,-18.43,4.18,57.87,-52.0,20.05,-60.03,-1.02,55.46,-23.44,20.89,26.5,11.33,31.05,52.22,-7.61,-68.87,36.11,-37.87,20.78
2018-04-05,-17.31,-15.38,-73.15,-23.33,-10.61,13.94,54.2,-7.3,-30.3,-23.23,-211.67,4.3,-22.67,-18.33,18.81,-205.31,-87.93,107.43,-48.31,-6.51,28.65,-16.33,-25.23,-61.76,35.8
2018-04-06,-212.94,-107.64,-86.24,3.54,171.74,12.54,64.82,-95.73,38.1,74.76,-18.05,-62.16,-4.98,-119.02,182.24,-84.76,-17.11,-28.28,-18.55,-2.89,59.67,-16.24,-16.58,97.94,-44.43
2018-04-07,303.05,28.87,-7.93,-18.71,-9.79,30.56,-33.26,-188.32,55.06,-32.99,-12.02,-74.78,105.88,-15.53,20.5,-25.04,-2.48,6.98,8.28,-13.49,16.86,-5.19,8.54,-69.0,42.94
2018-04-08,126.73,0.0,0.0,0.0,0.0,256.74,-2.41,17.75,-9.14,24.39,-25.87,8.46,-9.1,11.18,-18.51,12.82,141.36,25.44,-20.53,-15.52,-2.52,12.52,-30.4,-35.12,-38.49
2018-04-09,-251.71,59.53,-16.43,6.09,22.96,1.63,-22.29,-22.72,16.32,21.93,29.32,-9.3,109.5,-11.97,-27.56,-20.94,6.71,-59.77,10.56,6.34,-15.92,-29.99,37.1,37.92,-2.29
2018-04-10,59.67,37.29,53.5,3.66,10.93,6.87,-28.63,11.66,6.58,35.42,-76.16,-301.38,-29.07,-4.33,-13.12,0.77,-6.71,10.47,-4.06,11.6,-78.01,-10.47,56.97,-16.62,71.13
2018-04-11,108.75,-1.0,-34.22,4.2,53.45,-30.6,-2.84,-51.74,15.08,10.84,38.81,-52.99,10.5,18.47,3.48,-4.21,80.19,3.69,20.86,-21.74,10.45,-7.62,18.91,-61.05,38.75
2018-04-12,980.96,19.32,-8.5,-0.8,-19.87,8.74,-2.46,14.0,-4.55,18.74,-4.82,-19.3,28.26,2.26,76.16,-0.53,-6.93,-6.37,-24.03,2.0,11.94,-16.46,1.5,22.63,17.82
2018-04-13,-44.45,-9.51,1.36,16.65,-4.1,18.76,-12.42,-162.96,40.21,16.3,12.97,84.24,794.08,-27.0,-13.97,-44.04,-25.48,-10.76,76.15,-8.75,-3.94,47.78,113.44,14.06,67.89
2018-04-14,122.13,-32.95,-103.73,85.45,-56.46,5.29,-18.09,22.32,273.11,21.25,-59.93,6.85,24.52,114.17,-104.18,8.82,33.17,-14.87,-12.94,-5.38,-11.37,-201.94,-28.5,34.99,-24.05
2018-04-15,359.36,50.76,118.47,-17.23,15.85,-69.31,-15.69,56.98,114.24,-12.42,-80.89,-83.57,20.15,-74.34,64.94,17.64,-18.82,42.29,-30.66,53.04,-3.73,41.36,-26.0,11.4,-52.33
2018-04-16,-305.16,60.15,43.47,-17.55,3.38,19.49,17.98,-16.39,-28.79,42.95,-18.26,14.56,217.94,3.62,7.39,-13.0,-58.33,-3.68,13.01,31.98,-5.57,-26.67,25.24,38.51,7.93
2018-04-17,-158.27,30.8,-47.74,-204.95,24.73,-18.04,-86.01,29.13,23.8,20.85,-30.5,-28.02,8.5,-130.48,4.99,15.59,3.38,-11.65,63.69,-8.44,-30.0,2.94,22.5,6.58,33.19
2018-04-18,273.0,-17.91,-9.47,6.27,-4.95,-14.95,-36.25,37.85,106.09,14.86,8.64,-54.15,17.7,-12.14,5.64,2.18,-20.79,30.74,-8.46,-168.68,-50.99,41.99,-13.06,-14.43,-7.7
2018-04-19,102.3,24.7,24.36,-27.92,23.56,-12.86,-2.68,198.82,-3.79,-38.89,19.34,1.83,8.23,-13.14,8.1,-144.18,44.22,116.5,-13.17,-2.33,8.9,85.48,-10.75,-28.13,10.5
2018-04-20,586.19,-15.27,28.27,29.93,-17.66,-1.43,-5.86,-14.19,-9.05,17.73,37.4,4.84,-29.72,41.46,-5.44,1.52,-7.29,17.08,28.39,6.79,-23.57,-15.21,38.08,-20.52,16.02
2018-04-21,72.93,86.59,6.13,-29.62,5.44,-76.42,19.63,28.94,13.12,-21.04,13.18,172.74,28.04,11.44,-27.48,0.89,-32.92,44.59,-17.44,19.07,12.85,3.08,-10.1,332.99,-5.93
2018-04-22,-120.0,0.0,0.0,2.93,18.98,-8.98,12.96,58.33,-51.95,-70.84,-97.63,-0.91,-1.5,45.12,4.55,-4.99,63.11,-43.44,-13.71,30.9,0.01,-21.23,12.68,29.54,109.0
2018-04-23,133.0,-93.99,1.52,17.54,-23.68,17.34,2.07,41.87,-25.45,82.66,-31.86,41.98,-16.85,-76.66,25.52,84.92,-34.53,-19.41,17.02,23.45,-71.84,5.78,22.6,-67.33,-42.67
2018-04-24,716.99,15.73,46.27,-10.83,19.83,-9.89,7.26,29.46,27.2,-19.03,-16.01,7.44,20.96,26.04,-19.14,-10.9,-14.38,11.22,-25.95,19.07,-52.22,74.92,17.93,-18.0,6.02
2018-04-25,-784.98,244.88,7.12,9.68,5.27,53.97,22.56,-37.47,-4.43,26.79,17.38,18.34,-3.19,71.54,-105.77,33.86,63.89,-8.04,50.61,-4.99,54.82,9.13,21.05,98.99,71.0
2018-04-26,416.94,-91.42,82.43,47.65,-295.08,-86.12,88.26,31.83,-15.46,-109.07,15.99,-145.96,-30.05,1.97,-106.71,-129.33,56.32,-35.23,125.22,-58.01,-23.92,106.72,96.28,-234.99,-76.3
2018-04-27,-355.95,-45.02,-59.98,95.74,-40.75,104.99,-34.99,-40.42,27.42,-148.0,16.0,98.0,9.5,48.99,-73.18,-10.15,-13.16,83.97,-20.18,-23.85,31.22,245.33,-26.49,113.0,77.95
2018-04-28,417.83,-59.53,17.87,20.71,-110.01,60.3,-35.83,55.54,-5.0,33.27,81.7,12.07,-48.62,-21.07,-72.06,39.18,-19.47,42.75,-9.19,-37.41,-140.15,-99.03,-5.54,51.59,-107.02
2018-04-29,49.46,69.95,108.01,-48.51,94.56,-30.0,18.73,32.76,-35.79,99.97,29.54,2.84,-62.07,157.1,20.39,-66.29,30.32,-52.34,-11.93,115.35,-7.99,-60.6,-60.15,65.36,8.62
2018-04-30,-148.91,44.18,63.41,48.59,-52.09,0.08,-45.06,53.37,-37.48,-111.64,-16.53,-69.19,32.53,-14.0,50.81,-24.44,56.54,-32.02,30.75,-10.15,-11.3,0.29,21.98,70.78,0.05
2018-05-01,-184.54,10.7,-10.99,32.0,-158.69,2.17,73.06,-31.56,-85.38,-39.06,23.32,25.44,29.73,24.35,-11.97,-8.91,12.5,-20.02,45.3,26.16,-9.23,-46.6,-64.2,-39.75,72.72
2018-05-02,151.86,-264.39,24.88,2.64,-54.03,40.96,-49.44,42.78,3.22,61.0,-17.52,-8.99,-50.75,-75.48,19.74,-9.04,-2.95,71.65,22.14,-19.51,-3.79,51.63,46.38,-35.11,19.44
2018-05-03,515.8,-31.25,-3.59,9.91,-3.34,42.92,-9.1,91.61,-5.0,-33.76,1.75,30.01,-5.0,-81.38,23.39,-10.45,58.43,-14.95,-7.04,7.0,-5.0,50.0,49.76,35.23,-38.29
2018-05-04,-36.13,-28.7,39.27,40.05,-7.47,15.06,-69.92,2.81,30.86,-23.66,-31.16,29.04,-20.56,117.92,119.76,3.45,-27.94,174.48,87.0,-7.88,-24.31,5.91,8.79,45.49,37.51
2018-05-05,121.44,-136.03,18.82,9.73,-29.08,40.26,-22.43,35.46,11.3,80.47,-42.02,-3.98,26.81,-41.45,-35.36,40.0,-89.91,50.91,9.0,-11.6,6.6,31.67,32.4,24.31,-42.01
2018-05-06,-212.93,48.63,40.0,42.56,-9.0,32.6,-39.71,-34.24,11.82,28.01,6.08,82.11,-45.76,44.52,-19.99,40.49,-19.49,-12.17,-33.82,-28.21,-0.8,-107.93,38.72,37.31,19.71
2018-05-07,-237.92,57.2,8.62,-58.63,7.57,-21.11,-99.44,-54.49,28.65,-143.9,-25.54,-1.74,-53.56,55.42,37.63,-29.48,-58.64,74.62,14.01,-32.72,-21.1,0.2,11.81,78.79,12.9
2018-05-08,-180.54,-159.88,-114.0,-26.0,25.0,-1.49,33.7,-14.85,-42.36,84.0,-125.81,22.42,39.39,6.5,-58.0,29.89,49.37,-7.76,10.0,5.5,51.5,22.98,-43.06,-85.02,60.06
2018-05-09,127.03,19.06,40.48,-0.65,9.35,-32.22,-72.31,-8.24,30.4,30.17,-85.62,1.64,-94.02,-81.7,-1.47,4.67,38.5,-35.5,-3.94,89.08,37.36,-92.44,29.85,15.59,-18.58
2018-05-10,-290.87,-46.42,27.5,-82.49,-34.33,24.32,-20.06,12.06,-37.64,75.64,-1.0,80.98,63.86,22.98,-8.31,41.49,-20.15,15.05,5.1,-27.79,0.34,-22.54,-10.97,82.47,-13.06
2018-05-11,-619.14,9.01,0.47,12.07,-0.4,15.45,-38.19,-34.55,92.75,-24.42,1.33,27.95,-40.38,7.0,23.46,-41.99,8.81,17.44,-194.25,-29.73,-27.58,-1.66,19.44,-8.12,-84.78
2018-05-12,15.12,-74.16,-5.3,-37.08,35.14,14.82,54.25,-192.23,-72.66,51.97,-46.33,-30.62,-87.6,-80.55,-15.2,103.42,-72.45,81.35,-52.35,23.66,-7.49,-170.86,-45.89,40.59,-33.57
2018-05-13,219.19,61.06,0.0,0.0,-41.06,-31.94,-63.44,-14.06,30.93,-83.94,270.01,49.81,-35.6,86.92,-86.62,-32.01,-156.0,-24.54,63.17,-24.13,118.28,-55.28,-26.2,46.21,16.3
2018-05-14,-2.77,-48.81,18.63,-14.12,22.62,-98.13,43.38,56.62,13.5,-29.45,158.45,-28.5,4.01,11.1,-20.11,86.05,-23.05,43.0,-86.14,64.22,-12.4,90.82,-56.65,86.65,-62.5
2018-05-15,-207.15,-5.14,19.64,-60.38,-235.8,-39.07,15.25,24.36,-24.36,67.38,-64.08,16.7,26.83,-6.59,266.07,58.48,36.98,-2.81,-15.22,-32.78,27.54,51.5,-93.49,-101.51,67.73
2018-05-16,-130.64,30.77,9.77,-46.87,44.01,-16.4,23.38,15.99,8.62,-21.23,-7.97,67.2,-24.05,-0.32,-16.16,-231.11,12.43,9.21,15.49,-30.98,31.5,-26.01,-39.99,-30.9,16.47
2018-05-17,-284.93,5.86,-134.72,-215.48,34.61,59.39,-17.16,12.39,4.51,-16.21,24.28,134.96,1.99,-16.0,-177.18,35.68,66.38,-18.87,23.76,-5.42,-38.3,52.94,-12.99,10.01,54.93
2018-05-18,169.99,5.06,19.99,4.52,-11.96,-43.55,40.86,-19.86,-91.07,11.04,25.58,13.73,-1.9,-18.26,10.99,26.33,-13.13,-16.31,-36.52,-80.48,9.0,26.2,-58.1,-68.63,-18.46
2018-05-19,10.01,-99.8,18.69,19.21,5.64,15.52,36.23,-77.5,120.1,30.87,-21.97,22.14,-21.27,3.12,-10.99,-17.75,32.75,15.0,-20.15,99.38,24.78,-1.22,3.21,-8.63,2.63
2018-05-20,275.16,0.0,0.0,-25.0,42.85,-10.78,5.31,-18.75,-43.13,44.23,-25.84,36.21,140.45,-30.69,-41.86,6.99,1.29,-20.77,9.49,8.01,4.17,-59.57,-57.61,29.13,15.88
2018-05-21,-119.46,-40.47,20.45,60.51,-30.47,-0.03,-0.48,0.49,18.48,16.51,63.5,-9.34,-5.09,-14.07,-3.89,32.89,26.0,111.5,20.5,6.0,-0.27,40.74,-39.24,-26.77,27.71
2018-05-22,-409.94,-44.17,-26.52,56.87,-10.35,19.0,-4.37,40.7,-16.32,-16.35,-37.16,-7.09,13.1,16.88,-8.29,-81.95,2.85,-23.8,-9.55,-29.6,24.54,23.19,-16.78,25.0,-9.29
2018-05-23,-488.3,-27.9,-81.26,13.95,29.45,-37.46,6.0,23.49,-6.98,-19.0,-66.06,20.06,-53.83,-28.14,43.8,17.61,0.47,-12.41,-11.13,-1.99,-24.54,-75.32,-34.53,-102.39,18.17
2018-05-24,75.02,-14.84,-68.93,7.6,45.96,-56.58,18.79,32.04,-92.56,-8.22,10.68,-9.21,15.52,49.91,-10.04,-19.18,-179.47,-92.23,-98.02,-26.54,103.55,-22.05,70.04,-96.46,-48.06
2018-05-25,-109.84,83.53,19.99,-17.35,35.36,111.38,-39.77,-36.7,-96.07,-146.09,-32.75,-38.48,22.4,145.3,-14.26,19.03,52.71,-43.39,-7.45,71.13,6.02,-35.01,-26.14,49.14,-7.51
2018-05-26,-129.45,-14.09,14.08,60.62,-31.91,-1.19,26.69,-111.28,-84.27,27.36,-34.31,-45.16,75.47,55.41,-21.99,-20.42,34.85,-37.35,-34.49,1.64,3.83,15.22,-12.96,-46.24,70.65
2018-05-27,15.92,-10.29,-0.14,-15.53,12.41,-52.31,46.51,-23.3,130.0,-8.0,1.51,-5.53,-5.98,-12.5,20.5,-20.0,19.52,-14.46,30.44,-6.06,-24.44,1.01,-66.0,-142.48,15.67
2018-05-28,-251.01,-69.51,11.79,31.31,-7.29,4.8,-31.3,25.06,21.16,-26.19,18.38,14.98,7.63,-30.01,-4.01,40.0,-0.29,8.94,7.9,-68.07,10.8,18.64,12.08,15.0,4.12
2018-05-29,361.89,12.19,6.39,1.67,17.63,-45.8,-149.91,25.88,14.42,-9.53,8.09,-10.45,0.81,79.46,-31.89,-18.24,-24.98,-12.67,17.81,-24.81,19.82,-11.31,-57.18,-6.89,-51.52
2018-05-30,-72.12,21.62,-1.04,-17.57,15.89,1.99,-18.99,-3.3,38.29,-20.0,9.99,48.23,224.18,6.67,48.83,-31.48,3.48,10.21,82.88,-60.95,12.77,29.69,-7.46,-77.36,45.32
2018-05-31,96.96,28.07,22.96,-1.17,-15.67,-2.98,6.55,-40.28,32.44,-13.33,9.5,9.53,7.04,23.16,-16.82,-125.21,-47.79,-32.85,15.35,-16.82,14.33,22.93,0.67,10.39,37.88
2018-06-01,36.17,-27.88,-3.95,-2.68,18.77,119.86,5.2,71.12,1.68,-28.5,-10.45,18.94,-13.0,6.45,-8.51,14.37,8.35,-13.96,29.31,-17.99,-24.4,9.96,9.86,-105.21,39.62
